Artwork Title,Type,Edt Size,Mint Date,Platform,Collection Name,Collaborator/Special Type,Link,Contract Hash,Token Type,TokenID Start,Token ID End,IPFS Image,IPFS Json,Pinned?,Hosting Type,Image link
Betty's Voice,Unique,1,4/26/21,Async Music,,Verdigris Ensemble,https://opensea.io/item/ethereum/0xb6dae651468e9593e4581705a09c10a76ac1e0c8/1594,0xb6dae651468e9593e4581705a09c10a76ac1e0c8,,1594,1594,2 pins,QmdPTaxzzFVmnnhYGmrvMR7NAE7tGkXNdYcMZ9fCY3LGwS,Y,IPFS,https://i2.seadn.io/ethereum/0xb6dae651468e9593e4581705a09c10a76ac1e0c8/0228bfc1a11950a14d6a88fb899cbf40.png?w=1000
Betty's Choir,Unique,1,4/26/21,Async Music,,Verdigris Ensemble,https://opensea.io/item/ethereum/0xb6dae651468e9593e4581705a09c10a76ac1e0c8/1595,0xb6dae651468e9593e4581705a09c10a76ac1e0c8,,1595,1595,2 pins,QmZBcBF3qBGJT5jRzhcDnWPHJAETJmprwKEdqitbiAGca3,Y,IPFS,https://i2.seadn.io/ethereum/0xb6dae651468e9593e4581705a09c10a76ac1e0c8/4134c5cda5ff0a5be07a2fce918a1134.png?w=1000
Betty's Radio,Unique,1,4/26/21,Async Music,,Verdigris Ensemble,https://opensea.io/item/ethereum/0xb6dae651468e9593e4581705a09c10a76ac1e0c8/1596,0xb6dae651468e9593e4581705a09c10a76ac1e0c8,,1596,1596,2 pins,QmfPmu2nQJcwPxSvoHZurGz11PeHCvdt8j2ZdacAZrSyHb,Y,IPFS,https://i2.seadn.io/ethereum/0xb6dae651468e9593e4581705a09c10a76ac1e0c8/3e82eb8d606c574d9749fba12531a5e9.png?w=1000
Petio x Bryan Brinkman,Unique,1,4/26/21,SuperRare,,Petio,https://superrare.com/artwork-v2/petio-x-bryan-brinkman-23936,0xb932a70A57673d89f4acfFBE830E8ed7f75Fb9e0,ERC-721,23936,23936,Qma9foYfquPe4g3J9VHb8LJ22JLpKKDHabVc9fYCbYUBSh,QmQnmUKs7jNYrNAGsoihexpeXdN3iTesCrFzb6ynAwUxii,Y,IPFS,https://i2.seadn.io/ethereum/0xb932a70a57673d89f4acffbe830e8ed7f75fb9e0/2e99337150eba87451ed72b3e59123/a72e99337150eba87451ed72b3e59123.gif?w=350
BN Platinum Record,Edition,3,4/26/21,Async Music,,Verdigris Ensemble,https://opensea.io/collection/async-music?search[stringTraits][0][name]=Artist&search[stringTraits][0][values][0]=Verdigris%20Ensemble,0x100b8361baa522d69df839f0089fa1728aaa1aa8,,,,,,,IPFS,https://i2.seadn.io/ethereum/0x100b8361baa522d69df839f0089fa1728aaa1aa8/801f7c96ed78df3ab2c1d338599e793f.png?w=1000
BN Gold Record,Edition,10,4/26/21,Async Music,,Verdigris Ensemble,https://opensea.io/collection/async-music?search[stringTraits][0][name]=Artist&search[stringTraits][0][values][0]=Verdigris%20Ensemble,0x100b8361baa522d69df839f0089fa1728aaa1aa8,,1592001,1592001,,QmaQBpPVGqh55zWj7hruuSvyGEg6pzwuGd3kh1qD1jmUzy,,IPFS,https://raw2.seadn.io/ethereum/0x3e43944d977dea22511da6d33c0cab666a604515/d96b22645d9ece238fec781338c85dab.png
BN Silver Record,Edition,36,4/26/21,Async Music,,Verdigris Ensemble,https://opensea.io/collection/async-music?search[stringTraits][0][name]=Artist&search[stringTraits][0][values][0]=Verdigris%20Ensemble,0x100b8361baa522d69df839f0089fa1728aaa1aa8,,,,,,,IPFS,https://raw2.seadn.io/ethereum/0x3e43944d977dea22511da6d33c0cab666a604515/bcc89fcf1e97543a3224e5987344bb36.png
BN Blanks,Edition,166,4/26/21,Async Music,,Verdigris Ensemble,https://opensea.io/assets/ethereum/0x100b8361baa522d69df839f0089fa1728aaa1aa8/1592002,0x100b8361baa522d69df839f0089fa1728aaa1aa8,ERC-1155,,,,,,IPFS,https://i2.seadn.io/ethereum/0x100b8361baa522d69df839f0089fa1728aaa1aa8/bbf8251852eae2777e3c63be51febdd4.png?w=1000
Whaleception,Unique,1,5/16/21,$WHALE Store,,,https://opensea.io/assets/ethereum/0xf6c71e1e72254051f2e26270c16a84fbd1dbfafd/57,0xF6C71e1e72254051F2e26270C16A84Fbd1dBFAfD,ERC-721,57,57,Arweave,,N/A,Arweave,https://i2.seadn.io/ethereum/0xf6c71e1e72254051f2e26270c16a84fbd1dbfafd/6df7d8b662711571596d530b51669b/f66df7d8b662711571596d530b51669b.png?w=1000
Artvatars Special 1,Unique,1,5/31/21,Artvatars,,,https://opensea.io/assets/matic/0x272f20cb476ef250e6e8478740dc62416040bdf0/75,0x272F20cB476Ef250e6E8478740dc62416040bdF0,ERC-721,75,75,BROKEN,,,Platform,https://i2.seadn.io/polygon/0x272f20cb476ef250e6e8478740dc62416040bdf0/286d6cd48987806f1b8275c86b3d5c/67286d6cd48987806f1b8275c86b3d5c.png?w=1000
Artvatars,,Various Traits,5/31/21,Artvatars,,,https://opensea.io/collection/artvatars,,,,,BROKEN,,,Platform,https://i2.seadn.io/polygon/0xbccaa7acb552a2c7eb27c7eb77c2cc99580735b9/5a4c5c4ee696db2ce30afe298b8618/225a4c5c4ee696db2ce30afe298b8618.png?w=1000
Bull Run,Edition,10,6/7/21,NiftyGateway,Flicker Fusion,,https://niftygateway.com/marketplace/collection/0xd6be6a8f01bcf904d7054e58054a8e1b45b63da0/1?filters[onSale]=true&sortBy=lowest,0xd6be6a8f01bcf904d7054e58054a8e1b45b63da0,ERC-721,75,75,QmUnUjmET6B1stv9XVw2TQecXaFjtZijEbSngLNhW6Vi6b,NG API,Y,Platform,https://i2.seadn.io/ethereum/0xd6be6a8f01bcf904d7054e58054a8e1b45b63da0/d246c6ee2173f69e8c250323a559daff.png?w=350
Swipe,Edition,15,6/7/21,NiftyGateway,Flicker Fusion,,https://niftygateway.com/marketplace/collection/0xd6be6a8f01bcf904d7054e58054a8e1b45b63da0/2?filters[onSale]=true&sortBy=lowest,0xd6be6a8f01bcf904d7054e58054a8e1b45b63da0,ERC-721,54200010001,54200010010,QmUnUjmET6B1stv9XVw2TQecXaFjtZijEbSngLNhW6Vi6b,NG API,Y,Platform,https://i2.seadn.io/ethereum/0xd6be6a8f01bcf904d7054e58054a8e1b45b63da0/f5d76e6c1a3645ec64988b72027d1cd9.png?w=350
Kickflip,Edition,25,6/7/21,NiftyGateway,Flicker Fusion,,https://niftygateway.com/marketplace/collection/0xd6be6a8f01bcf904d7054e58054a8e1b45b63da0/3?filters[onSale]=true&sortBy=lowest,0xd6be6a8f01bcf904d7054e58054a8e1b45b63da0,ERC-721,54200020001,54200020015,Qmer9G7xSRgcjfpreeSpYDAUvRuqkErkEYxFUPw3Tpk7XP,NG API,Y,Platform,https://i2.seadn.io/ethereum/0xd6be6a8f01bcf904d7054e58054a8e1b45b63da0/4f49447658623336e13ff65b68301538.png?w=350
Cloudy,Edition,35,6/7/21,NiftyGateway,Flicker Fusion,,https://niftygateway.com/marketplace/collection/0xd6be6a8f01bcf904d7054e58054a8e1b45b63da0/4?filters[onSale]=true&sortBy=lowest,0xd6be6a8f01bcf904d7054e58054a8e1b45b63da0,ERC-721,54200030001,54200030025,QmSzPaoGZQhTJUbYuTFArEZkprjUVaG4CQi6niutrSiTzk,NG API,Y,Platform,https://i2.seadn.io/ethereum/0xd6be6a8f01bcf904d7054e58054a8e1b45b63da0/195ed47a7c8135e64c630fa6b3c478a9.png?w=350
Shuffle,Edition,40,6/7/21,NiftyGateway,Flicker Fusion,,https://niftygateway.com/marketplace/collection/0x91a856ccbefc10df1e1aa2f361b4bdbabd069762/4?filters[onSale]=true&sortBy=lowest,0xd6be6a8f01bcf904d7054e58054a8e1b45b63da0,ERC-721,54200040001,54200040035,QmSzPaoGZQhTJUbYuTFArEZkprjUVaG4CQi6niutrSiTzk,NG API,Y,Platform,https://i2.seadn.io/ethereum/0x91a856ccbefc10df1e1aa2f361b4bdbabd069762/b6c85bc90d7fd5b4fb503709279eea73.png?w=350
Break,Edition,40,6/7/21,NiftyGateway,Flicker Fusion,,https://niftygateway.com/marketplace/collection/0x91a856ccbefc10df1e1aa2f361b4bdbabd069762/2?filters[onSale]=true&sortBy=lowest,0x91a856ccbefc10df1e1aa2f361b4bdbabd069762,ERC-721,4,4,QmZCUNCDZbqDcuxCP1LPDyFPE8ZzCtYNNftPz1EWSWXfTT,NG API,Y,Platform,https://i2.seadn.io/ethereum/0x91a856ccbefc10df1e1aa2f361b4bdbabd069762/2ffbbf5a4c49a3acd58948607cfe42ab.png?w=350
Twirl,Edition,40,6/7/21,NiftyGateway,Flicker Fusion,,https://niftygateway.com/marketplace/collection/0x91a856ccbefc10df1e1aa2f361b4bdbabd069762/3?filters[onSale]=true&sortBy=lowest,0x91a856ccbefc10df1e1aa2f361b4bdbabd069762,ERC-721,2,2,QmUbE9BMoTYV1LgMNThFv3G9U45AdJNZGEsfYSd53LA7tM,NG API,Y,Platform,https://i2.seadn.io/ethereum/0x91a856ccbefc10df1e1aa2f361b4bdbabd069762/ecc69e840a7481acdeb3b5db0ab7c7c1.png?w=350
Step,Edition,40,6/7/21,NiftyGateway,Flicker Fusion,,https://niftygateway.com/marketplace/collection/0x91a856ccbefc10df1e1aa2f361b4bdbabd069762/1?filters[onSale]=true&sortBy=lowest,0x91a856ccbefc10df1e1aa2f361b4bdbabd069762,ERC-721,3,3,QmZcvrQbzSpAdQBc7ydSzEoZ2gs1kiwnQPYNt3A8TAZtan,NG API,Y,Platform,https://i2.seadn.io/ethereum/0x91a856ccbefc10df1e1aa2f361b4bdbabd069762/d909388ff7b9771f571accf052272bab.png?w=350
Insecurity Camera,Edition,50,6/8/21,Cryptovoxels Wearable,,Free Airdrop,https://opensea.io/assets/matic/0x5A494287D8AD3eaA628578BA9E6688C32f34952f/1,0x91a856ccbefc10df1e1aa2f361b4bdbabd069762,ERC-721,1,1,Hosted by Platform,,,Platform,https://i2.seadn.io/polygon/0x5a494287d8ad3eaa628578ba9e6688c32f34952f/73695fe8f8c7eb3b83b8b7e9d32eb7/9f73695fe8f8c7eb3b83b8b7e9d32eb7.webp?w=1000
Flicker Ape #4620,Unique,1,6/23/21,Foundation,,Commission,https://i2.seadn.io/ethereum/0x3b3ee1931dc30c1957379fac9aba94d1c48a5405/52407.mp4?frame-time=1&w=350,0x3B3ee1931Dc30C1957379FAc9aba94D1C48a5405,ERC-721,52407,52407,QmQPeNK1vnfagB6NfyqeGDnT3zYPUXnYtpjD7GmHGHJhvg,QmPCxhxqk9XKkynHXBZkYjC7VDHL8ZBwX3mwZFTNfvz8Kz,Y,IPFS,https://p199.p4.n0.cdn.zight.com/items/YEuYyBR1/999c9e1b-2587-4f6d-b99c-7a178db20237.jpeg
Craneon,Edition,20,7/7/21,NiftyGateway,,Ekaitza,https://niftygateway.com/marketplace/collection/0x9c071763bbadab338042a4ca8908c7ee2cdda976/24?filters[onSale]=true&sortBy=lowest,0x9c071763bbadab338042a4ca8908c7ee2cdda976,ERC-721,24,24,,NG API,,Platform,https://p199.p4.n0.cdn.zight.com/items/eDupPj4n/365e3bb7-6b13-4ed0-ad11-0392bd9706a6.jpeg?v=90e01fedc0dadb595a81d0e6012507d6
OneThirty,Unique,1,7/16/21,NiftyGateway,,CryptoCubes,https://niftygateway.com/marketplace/item/0x3f3df9790620adf2f39e5e5fec86dd3c0ba370b9/63700080001,0x3F3df9790620Adf2F39E5e5FEC86dD3C0Ba370b9,ERC-721,63700080001,63700080001,,NG API,,Platform,https://i2.seadn.io/ethereum/0x3f3df9790620adf2f39e5e5fec86dd3c0ba370b9/eddc21665c1a394ac326df58f9180cc8.png?w=350
Ramsay,Unique,1,8/3/21,Manifold,,Adamtastic,https://opensea.io/assets/ethereum/0xf6a2c8a4adf384acd7d3871488af84218a46a1c7/48,0xF6A2C8a4Adf384aCd7d3871488af84218A46a1c7,ERC-721,48,48,Arweave,,,Arweave,https://i2.seadn.io/ethereum/0xf6a2c8a4adf384acd7d3871488af84218a46a1c7/819f0ca027600916f519b73d981b935c.png?w=350
CryptoDickButts,,Various Traits,8/6/21,CryptoDickButts,,,https://opensea.io/collection/cryptodickbutts-s3,0x42069ABFE407C60cf4ae4112bEDEaD391dBa1cdB,ERC-721,756,,,,,IPFS,https://i2.seadn.io/ethereum/0x42069abfe407c60cf4ae4112bedead391dba1cdb/98fb4fdfa2bafec7067b0246de3b8b27.png?w=1000
Biorhythm,Unique,1,8/7/21,SuperRare,,,https://superrare.com/artwork-v2/biorhythm-26936,0xb932a70A57673d89f4acfFBE830E8ed7f75Fb9e0,ERC-721,26936,26936,QmVJvE7n1CuVJUoT3o2RxqHFBW24cLfxgGMhzMM9quJEwV,QmTaGKGfq9qmSLi6v7wLB1Pu6paQTFDnNjvPvxQHYudZM4,Y,IPFS,https://i2.seadn.io/ethereum/0xb932a70a57673d89f4acffbe830e8ed7f75fb9e0/44747b6290a6d7fff627ad89359363/7c44747b6290a6d7fff627ad89359363.gif?w=350
Worm x Brinkman,Edition,100,8/12/21,The Worm,,Free Airdrop,https://opensea.io/collection/the-worm-x-brinkman,0x30be5eddc57d03914e5d04cb78a12f5784544b1f,,"55,77","55,77",,,ONCHAIN,ONCHAIN,https://raw2.seadn.io/ethereum/0x30be5eddc57d03914e5d04cb78a12f5784544b1f/26e5ca6e8321dc0fb50d6555587b76b2.svg
MINDDS Collab #3,Edition,50,8/21/21,MINDDS,,Dario De Siena,https://opensea.io/item/ethereum/0x93284e029dd089b24b2801e75bca39931e078573/3,0x93284e029dd089b24b2801e75bCa39931E078573,ERC-1155,1,,QmcdcL9ijibPGpff9Q1YsgaAuDuSEcviJ7tF35DKyTqbJW,QmcYWn33fo4TuCmdeG9cSWDcDPiPpiMXsHijrPk926Bo7K,Y,IPFS,https://i2.seadn.io/ethereum/0x93284e029dd089b24b2801e75bca39931e078573/fbdcdf638817d76a0eacac0ad30fea/a9fbdcdf638817d76a0eacac0ad30fea.gif?w=1000
Clouds of the Metaverse,Unique,1,8/25/21,KnownOrigin,,"MLO, Kristy Glas, Danil Pan, Cano",https://opensea.io/item/ethereum/0xabb3738f04dc2ec20f4ae4462c3d069d02ae045b/823000,0xabb3738f04dc2ec20f4ae4462c3d069d02ae045b,,823000,,QmVaCHiE7BFzNSaLRMPVbhDCRDCUVnvzU5zdn4fgsSp4Um,QmUiMTsHCoKkpLfmtvNsNtgoronu7jb6FW7EG4myyzB6pf,Y,IPFS,https://i2.seadn.io/ethereum/0xabb3738f04dc2ec20f4ae4462c3d069d02ae045b/ab16f9f9e421fe90a61be65471330314.jpeg?w=1000
Catwalk,Unique,1,6/2/20,SuperRare,,,https://superrare.com/artwork-v2/catwalk-10642,0xb932a70A57673d89f4acfFBE830E8ed7f75Fb9e0,ERC-721,6/2,10642,QmQPeNK1vnfagB6NfyqeGDnT3zYPUXnYtpjD7GmHGHJhvg,QmPCxhxqk9XKkynHXBZkYjC7VDHL8ZBwX3mwZFTNfvz8Kz,Y,IPFS,https://i2.seadn.io/ethereum/0xb932a70a57673d89f4acffbe830e8ed7f75fb9e0/e74d3a4ecddc4c7ae3e7e3fd142d8a/88e74d3a4ecddc4c7ae3e7e3fd142d8a.gif?w=350
Synapse,Edition,10,10/14/21,NiftyGateway,,,https://niftygateway.com/marketplace/collection/0xe3389c4a4b676dccd19bc8c051fadcb1d07df4db/2?filters[onSale]=true&sortBy=lowest,0xe3389c4a4b676dccd19bc8c051fadcb1d07df4db,ERC-721,16200020001,16200020010,,NG API,,Platform,https://i2.seadn.io/ethereum/0xe3389c4a4b676dccd19bc8c051fadcb1d07df4db/ab4e9a1e10b921e3ff1faadd13da7bae.png?w=350
Drained,Edition,10,10/14/21,NiftyGateway,,,https://niftygateway.com/marketplace/collection/0xe3389c4a4b676dccd19bc8c051fadcb1d07df4db/1?filters[onSale]=true&sortBy=lowest,0xe3389C4a4B676dcCD19bC8C051FaDcb1D07df4db,ERC-721,16200010001,16200010010,,NG API,,Platform,https://i2.seadn.io/ethereum/0xe3389c4a4b676dccd19bc8c051fadcb1d07df4db/761e4392938c12e58fd306ab0e79f556.png?w=350
Bulb,Edition,10,10/14/21,NiftyGateway,,,https://niftygateway.com/marketplace/collection/0x1cef8c52f2350b2748e1b22f6444b8a7fcc3f656/2?filters[onSale]=true&sortBy=lowest,0x1CeF8c52f2350B2748E1B22F6444b8a7FCc3F656,ERC-721,16100020001,16100020010,,NG API,,Platform,https://i2.seadn.io/ethereum/0x1cef8c52f2350b2748e1b22f6444b8a7fcc3f656/86dead27c54e0254b57c814595996ce9.png?w=350
Drip,Edition,10,10/14/21,NiftyGateway,,,https://niftygateway.com/marketplace/collection/0x1cef8c52f2350b2748e1b22f6444b8a7fcc3f656/5?filters[onSale]=true&sortBy=lowest,0x1CeF8c52f2350B2748E1B22F6444b8a7FCc3F656,ERC-721,16100050001,16100050010,,NG API,,Platform,https://i2.seadn.io/ethereum/0x1cef8c52f2350b2748e1b22f6444b8a7fcc3f656/fc0e52dc2bb866feab3583b9ffe401a0.png?w=350
Optic,Edition,10,10/14/21,NiftyGateway,,,https://niftygateway.com/marketplace/collection/0x1cef8c52f2350b2748e1b22f6444b8a7fcc3f656/3?filters[onSale]=true&sortBy=lowest,0x1CeF8c52f2350B2748E1B22F6444b8a7FCc3F656,ERC-721,16100030001,16100030010,,NG API,,Platform,https://i2.seadn.io/ethereum/0x1cef8c52f2350b2748e1b22f6444b8a7fcc3f656/2eb6153b6303ec800e733c4268328a3b.png?w=350
Buds,Edition,10,10/14/21,NiftyGateway,,,https://niftygateway.com/marketplace/collection/0x1cef8c52f2350b2748e1b22f6444b8a7fcc3f656/1?filters[onSale]=true&sortBy=lowest,0x1CeF8c52f2350B2748E1B22F6444b8a7FCc3F656,ERC-721,16100010001,16100010010,,NG API,,Platform,https://i2.seadn.io/ethereum/0x1cef8c52f2350b2748e1b22f6444b8a7fcc3f656/3174381ca7fd4d50487c8ad2808c9d98.png?w=350
Buzzed,Edition,10,10/14/21,NiftyGateway,,,https://niftygateway.com/marketplace/collection/0x1cef8c52f2350b2748e1b22f6444b8a7fcc3f656/4?filters[onSale]=true&sortBy=lowest,0x1CeF8c52f2350B2748E1B22F6444b8a7FCc3F656,ERC-721,16100040001,16100040010,,NG API,,Platform,https://i2.seadn.io/ethereum/0x1cef8c52f2350b2748e1b22f6444b8a7fcc3f656/00173bdf77a2e9372d3f28bd8eefc8b0.png?w=350
Drinkman,Edition,50,10/14/21,Cryptovoxels Wearable,,Free Airdrop,https://opensea.io/assets/matic/0x5A494287D8AD3eaA628578BA9E6688C32f34952f/2,0x5A494287D8AD3eaA628578BA9E6688C32f34952f,ERC-1155,2,,Hosted by Platform,,,Platform,https://i2.seadn.io/polygon/0x5a494287d8ad3eaa628578ba9e6688c32f34952f/14ab08c6e601079d64ac33dcdeecc6/b814ab08c6e601079d64ac33dcdeecc6.webp?w=1000
Gremlins,Edition,72,10/19/21,Custom,,Commission,https://opensea.io/collection/gremlins-x-brinkman-airdrop,0x48B01BF21c2b264df0Ee8Fb9b3B5D5A77885A0e7,ERC-721,1,75,QmRP8j91PLckQcEp58boR4cDdPoEfVvqJRMJKdmpkALFLY,QmSVbXTpa9yexPCdNfsqCT579Ae2NgzExTwgaCkxAFJ5UM,Y,IPFS,https://i2.seadn.io/ethereum/0x48b01bf21c2b264df0ee8fb9b3b5d5a77885a0e7/3d518e0ebc0a8d2a666fca5386b4000e.gif?w=350
Wilt,Unique,1,10/20/21,SuperRare,,Roses,https://superrare.com/artwork-v2/wilt-(129-150)-28643,0xb932a70A57673d89f4acfFBE830E8ed7f75Fb9e0,ERC-721,28643,28643,QmQoxXV78PPmMFzjRRzLhDALweR51RtH2X3Ktt6Na69MVW,QmPSsg7iePkbua9T2G2NSQo8jkyxx2DVarpVW8WC6iuKn7,Y,IPFS,https://i2.seadn.io/ethereum/0xb932a70a57673d89f4acffbe830e8ed7f75fb9e0/a666141bbba9fbafb56acb29b2ef21/93a666141bbba9fbafb56acb29b2ef21.gif?w=350
Collab,Edition,5,10/27/21,KnownOrigin,,Panter Xhita,https://opensea.io/assets/ethereum/0xABB3738f04Dc2Ec20f4AE4462c3d069d02AE045B/3659000,,,,,QmVm8Z2YP62ueUjpcvkyFFSD1w9x4ZyA7mUAze1ZCFE45D,QmSAsm4yc6fGJz6QmU3BA3jaV7uY4aeSpEFuCbpbuqrgYn,Y,IPFS,https://i2.seadn.io/ethereum/0xabb3738f04dc2ec20f4ae4462c3d069d02ae045b/a1eb76fa21673e3066166141f89baa3b.jpeg?w=1000
Expl0de.io,Unique,1,11/8/21,SuperRare,,,https://superrare.com/artwork-v2/%E2%89%A1xpl0de.io-30188,0xb932a70A57673d89f4acfFBE830E8ed7f75Fb9e0,ERC-721,30188,30188,QmSRP1WZTa5TzRV8P7seYgDDHBDi293WeFHtoQbTDvt7VA,QmdqEY8vP5iNk8kay13UxuqnSJgKYJv9F9pNxGeqawZ5Db,Y,IPFS,https://p199.p4.n0.cdn.zight.com/items/NQum1wmn/feb8a39c-7949-4b7d-b261-0225d9a48b2b.jpeg?v=ca4d60ddd80edc2d70a2ab479266202f
Dis/connected,Unique,1,11/28/21,SuperRare,,,https://superrare.com/artwork-v2/dis-connected-30723,0xb932a70A57673d89f4acfFBE830E8ed7f75Fb9e0,ERC-721,30723,30723,QmSnhr9E2rZZBEg9jGqcvHJyR5VFFA2EqkA9KH5Vc4ocsi,QmWZLuss3aZ6EkdNgCBKLhhvcpVjGHqTn67wnjCWDE4HLd,Y,IPFS,https://i2.seadn.io/ethereum/0xb932a70a57673d89f4acffbe830e8ed7f75fb9e0/a034105097051cf4f2b2a21309252c/d6a034105097051cf4f2b2a21309252c.gif?w=350
Numismatist,Edition,3,11/28/21,$WHALE Store,,,https://opensea.io/assets/0xf6c71e1e72254051f2e26270c16a84fbd1dbfafd/93,0xF6C71e1e72254051F2e26270C16A84Fbd1dBFAfD,ERC-721,92,94,QmaVyN9DcBHhqXwzGvSvSrNgW1pTRVSwwC7hELz63EL1E4,,Y,IPFS,https://i2.seadn.io/ethereum/0xf6c71e1e72254051f2e26270c16a84fbd1dbfafd/e1920766d3acdc1cdb8b06626c504a/d7e1920766d3acdc1cdb8b06626c504a.png?w=350
Deconstruct,Unique,1,12/10/21,Manifold,,Donation,https://opensea.io/assets/0x9494fa95d7987718da9ecef224f8520f5fa20fe3/1,0x9494Fa95d7987718da9ecef224f8520F5fA20Fe3,ERC-721,1,1,Arweave,,,Arweave,https://i2.seadn.io/ethereum/0x9494fa95d7987718da9ecef224f8520f5fa20fe3/60118f8d9bf4d43e4174b390a38ccc/4b60118f8d9bf4d43e4174b390a38ccc.gif?w=350
Run.rar,Unique,1,12/20/21,Nifty Royale,,,https://opensea.io/collection/nifty-royale-x-brian-brinkman-run-exe,,,,,QmUj9gv845pKmAhRAPHftUBhxSe7u1ZAde6cAh9Tsom6q8,Qme6uygEgzzGvDJDBSBsVvAkjvWUqYaodc1zV5QiwyKVft,Y,IPFS,https://i2.seadn.io/ethereum/0x8e47827310dc90b0a05639901221dfcf535f5205/fe1356d31e6f2ebed43fd6beca80dcfa.mp4?frame-time=1&w=350
Run.exe,Edition,29,12/20/21,Nifty Royale,,,https://opensea.io/collection/nifty-royale-x-brian-brinkman-run-exe,,,,,QmbWzAjp74SmUWQeiLK83EVGuPjTVtatiAwkAcWzpZCLVG,QmQKiWMDj2qsAck6jwZwBMNZVeoFAnrxdsHmUcKZFH5qNb,Y,IPFS,https://i2.seadn.io/ethereum/0x8e47827310dc90b0a05639901221dfcf535f5205/7ec09eeb7510574afbd8f53e277f3495.mp4?frame-time=1&w=350
SPRTBSL 2021,Edition,129,12/28/21,Polygon,,Free Airdrop/Commission,https://opensea.io/assets/matic/0x8cfa34a6cca887e0514013157d812f36e16199c6/0,0x8CfA34a6cCa887e0514013157d812f36E16199C6,ERC-1155,0,,,QmbWXN2T9r8tWT4gazD1cRX96X2z9xpe7bXFPLPWQEVBpg,,IPFS,https://i2.seadn.io/polygon/0x8cfa34a6cca887e0514013157d812f36e16199c6/8b2b32400ed350cfe0674383d1a52a/128b2b32400ed350cfe0674383d1a52a.png?w=350
Mow & Grow,Edition,50,1/12/22,NiftyGateway,,Gemini,https://niftygateway.com/marketplace/collection/0xcf7ab456af8fa6c1baa9a520b9d65b7b91699a94/1?filters[onSale]=true&sortBy=lowest,0xcf7AB456af8Fa6C1baa9a520B9d65B7B91699A94,ERC-721,36700010001,36700010050,,NG API,,Platform,https://i2.seadn.io/ethereum/0xcf7ab456af8fa6c1baa9a520b9d65b7b91699a94/9036bd309f89eca4c8240e61071341fa.png?w=350
Scroll,Unique,1,2/2/22,SuperRare,,,https://superrare.com/artwork-v2/scroll-32197,0xb932a70A57673d89f4acfFBE830E8ed7f75Fb9e0,ERC-721,32197,32197,QmX96oTzkfpnxSyJAZx3GBFwWD4xUwrJxcss6qY2h564rG,QmZjaMGUNsYdw4EnC1qV6xhk11bH2Mqfc4bfMgHyBqAsY7,Y,IPFS,https://i2.seadn.io/ethereum/0xb932a70a57673d89f4acffbe830e8ed7f75fb9e0/9565b7357cbd91f65e2b73b5e5904a/509565b7357cbd91f65e2b73b5e5904a.gif?w=350
Self,Edition,4,3/11/22,NiftyGateway,,,https://niftygateway.com/marketplace/collection/0x8a6c78d589dfaf346025a8da60fe9fff23b89bbc/1,0x8A6C78d589dFaf346025a8DA60fE9FFf23B89BbC,ERC-721,1,1,,NG API,,Platform,https://i2.seadn.io/ethereum/0x8a6c78d589dfaf346025a8da60fe9fff23b89bbc/4c6c1d30505fd2efc4694ea5ffd3d0e0.png?w=350
Ear,Edition,15,3/11/22,NiftyGateway,,,https://niftygateway.com/marketplace/collection/0x30d3643ec4ca573715a754aebb14ad1f94ec56c1/2?filters[onSale]=true&sortBy=lowest,0x30d3643Ec4ca573715A754AeBb14ad1F94ec56C1,ERC-721,125000200001,125000200015,,NG API,,Platform,https://i2.seadn.io/ethereum/0x30d3643ec4ca573715a754aebb14ad1f94ec56c1/0ca43000495af3c7a110feecbd137da4.png?w=350
Heart,Edition,15,3/11/22,NiftyGateway,,,https://niftygateway.com/marketplace/collection/0x30d3643ec4ca573715a754aebb14ad1f94ec56c1/1?filters[onSale]=true&sortBy=lowest,0x30d3643Ec4ca573715A754AeBb14ad1F94ec56C1,ERC-721,125000100001,125000100015,,NG API,,Platform,https://i2.seadn.io/ethereum/0x30d3643ec4ca573715a754aebb14ad1f94ec56c1/960dbea2250fcaca2e816be9724c5d29.png?w=350
Eye,Edition,15,3/11/22,NiftyGateway,,,https://niftygateway.com/marketplace/collection/0x30d3643ec4ca573715a754aebb14ad1f94ec56c1/5?filters[onSale]=true&sortBy=lowest,0x30d3643Ec4ca573715A754AeBb14ad1F94ec56C1,ERC-721,125000500001,125000500015,,NG API,,Platform,https://i2.seadn.io/ethereum/0x30d3643ec4ca573715a754aebb14ad1f94ec56c1/780da48e9368b6b64280a241d6dd2472.png?w=350
Hand,Edition,15,3/11/22,NiftyGateway,,,https://niftygateway.com/marketplace/collection/0x30d3643ec4ca573715a754aebb14ad1f94ec56c1/3?filters[onSale]=true&sortBy=lowest,0x30d3643Ec4ca573715A754AeBb14ad1F94ec56C1,ERC-721,125000300001,125000300015,,NG API,,Platform,https://i2.seadn.io/ethereum/0x30d3643ec4ca573715a754aebb14ad1f94ec56c1/f338ca0221cd0b6c0e04d514f6f98850.png?w=350
